elegans	brenneri	briggsae	remanei	japonica	common_name	common_name2	type	upstream_considered	intronic_considered	num_orthologs
WBGene00005417	WBGene00148683_WBGene00145865_WBGene00148744_WBGene00155910_WBGene00158737_WBGene00162606	WBGene00024457_WBGene00031778_WBGene00040994_WBGene00031771_WBGene00031772_WBGene00036759_WBGene00206396_WBGene00271140	WBGene00056855_WBGene00080850_WBGene00080872_WBGene00085924_WBGene00085932_WBGene00056856_WBGene00056863_WBGene00056873_WBGene00067677_WBGene00067678_WBGene00082798		srh-207	ZK262.1	other	515	180	3
WBGene00005418	WBGene00148683_WBGene00145865_WBGene00148744_WBGene00155910_WBGene00158737_WBGene00162606	WBGene00031778_WBGene00040992_WBGene00031771_WBGene00031772_WBGene00036759_WBGene00206396_WBGene00271140	WBGene00079016_WBGene00056863_WBGene00080850_WBGene00080872_WBGene00067678_WBGene00085924_WBGene00085932_WBGene00056855_WBGene00056856_WBGene00056873_WBGene00067677_WBGene00082798		srh-208	C43D7.6	other	849	122	3
WBGene00005419	WBGene00148683_WBGene00145865_WBGene00148744_WBGene00155910_WBGene00158737_WBGene00162606	WBGene00031778_WBGene00040992_WBGene00031771_WBGene00031772_WBGene00036759_WBGene00206396_WBGene00271140	WBGene00067678_WBGene00080850_WBGene00080872_WBGene00085924_WBGene00085932_WBGene00056855_WBGene00056856_WBGene00056863_WBGene00056873_WBGene00067677_WBGene00082798		srh-209	ZK262.11	other	4182	122	3
WBGene00005421	WBGene00163529	WBGene00031767	WBGene00056853	WBGene00130724	srh-211	D1065.5	other	1414	781	4
WBGene00005422	WBGene00150346_WBGene00138807	WBGene00024574	WBGene00056726	WBGene00129957_WBGene00121246_WBGene00128562	srh-212	T22F3.6	other	607	962	4
WBGene00005423	WBGene00150346_WBGene00138807	WBGene00024574	WBGene00056726	WBGene00129957_WBGene00121246_WBGene00128562	srh-213	T22F3.5	other	217	1213	4
WBGene00005424	WBGene00150346_WBGene00138807		WBGene00056726	WBGene00129957_WBGene00121246_WBGene00128562	srh-214	T20B3.4	other	801	516	3
WBGene00005425	WBGene00150346_WBGene00138807		WBGene00056726	WBGene00129957_WBGene00121246_WBGene00128562	srh-215	T20B3.3	other	1294	466	3
WBGene00005426	WBGene00150346_WBGene00138807		WBGene00056726	WBGene00129957_WBGene00121246_WBGene00128562	srh-216	T20B3.5	other	706	1240	3
WBGene00005427	WBGene00150346_WBGene00138807		WBGene00056726	WBGene00129957_WBGene00121246_WBGene00128562	srh-217	Y113G7B.2	other	739	788	3
WBGene00005428	WBGene00158964	WBGene00041315	WBGene00057756	WBGene00134951	srh-218	C06B8.10	other	1209	747	4
WBGene00005429	WBGene00158964	WBGene00041315	WBGene00057756	WBGene00134951	srh-219	C06B8.6	other	534	201	4
WBGene00005430			WBGene00057754	WBGene00134951	srh-220	F47C12.5	other	1809	561	2
WBGene00005432			WBGene00057754	WBGene00134951	srh-222	F47C12.10	other	1809	367	2
WBGene00005433			WBGene00057754	WBGene00134951	srh-223	F47C12.3	other	695	695	2
WBGene00005435			WBGene00057754	WBGene00134951	srh-227	C35D6.2	other	2968	699	2
WBGene00005436			WBGene00057754	WBGene00134951	srh-228	C35D6.1	other	1162	699	2
WBGene00005437	WBGene00144034_WBGene00142941	WBGene00024135_WBGene00024136_WBGene00030514	WBGene00053167	WBGene00129310	srh-229	C04F2.4	other	2542	533	4
WBGene00005439	WBGene00144755_WBGene00194405	WBGene00024656	WBGene00056791		srh-231	C03G6.11	other	803	339	3
WBGene00005440	WBGene00144755_WBGene00194405	WBGene00024656	WBGene00056791_WBGene00056793_WBGene00080830	WBGene00120409	srh-233	Y113G7A.1	other	1983	2206	4
WBGene00005441	WBGene00144755_WBGene00194405	WBGene00024656	WBGene00056791_WBGene00056793_WBGene00080830		srh-234	F07C4.14	other	480	611	3
WBGene00005442	WBGene00144755_WBGene00194405	WBGene00024656	WBGene00056791		srh-235	F08E10.1	other	2334	455	3
WBGene00005443	WBGene00144755_WBGene00194405	WBGene00024656	WBGene00056791		srh-236	Y68A4A.9	other	1003	346	3
WBGene00005444	WBGene00194405_WBGene00144755	WBGene00024656	WBGene00056791		srh-237	T05E12.7	other	366	304	3
WBGene00005446	WBGene00144755_WBGene00194405	WBGene00024656	WBGene00056791	WBGene00120409	srh-239	T26H5.3	other	432	452	4
WBGene00005447	WBGene00149548	WBGene00024439_WBGene00045477	WBGene00057765	WBGene00125296_WBGene00134301_WBGene00127436_WBGene00128914_WBGene00120409	srh-240	F37B4.13	other	197	1089	4
WBGene00005448	WBGene00153216	WBGene00024439_WBGene00024438_WBGene00088379	WBGene00057819_WBGene00082429	WBGene00124632	srh-241	F37B4.6	other	823	804	4
WBGene00005449	WBGene00149548		WBGene00057765	WBGene00125296_WBGene00134301_WBGene00127436_WBGene00128914_WBGene00120409	srh-243	F37B4.3	other	823	666	3
WBGene00005450	WBGene00149548		WBGene00057765	WBGene00125296_WBGene00134301_WBGene00127436_WBGene00128914_WBGene00120409	srh-244	C03G6.9	other	222	163	3
WBGene00005451	WBGene00149548		WBGene00057765	WBGene00120409_WBGene00125296_WBGene00134301_WBGene00127436_WBGene00128914	srh-245	F31F4.9	other	575	204	3
WBGene00005452	WBGene00149548		WBGene00057765	WBGene00120409_WBGene00125296_WBGene00134301_WBGene00127436_WBGene00128914	srh-246	F31F4.18	other	697	287	3
WBGene00005453	WBGene00149548		WBGene00057765	WBGene00120409_WBGene00125296_WBGene00134301_WBGene00127436_WBGene00128914	srh-247	C31B8.13	other	3135	55	3
WBGene00005454	WBGene00149548		WBGene00057765	WBGene00120409_WBGene00125296_WBGene00134301_WBGene00127436_WBGene00128914	srh-248	H05B21.2	other	1573	61	3
WBGene00005456	WBGene00149548		WBGene00057765	WBGene00125296_WBGene00134301_WBGene00127436_WBGene00128914_WBGene00120409	srh-250	C49D10.3	other	655	287	3
WBGene00005457	WBGene00149548	WBGene00024134	WBGene00057765	WBGene00125296_WBGene00134301_WBGene00127436_WBGene00128914_WBGene00120409	srh-251	R08H2.4	other	1179	588	4
WBGene00005458	WBGene00149548		WBGene00057765	WBGene00125296_WBGene00134301_WBGene00127436_WBGene00128914_WBGene00120409	srh-252	T19C9.3	other	1680	66	3
WBGene00005461	WBGene00163947_WBGene00152272_WBGene00160902	WBGene00042374_WBGene00042375_WBGene00088163	WBGene00081959_WBGene00057774_WBGene00065741		srh-255	F28B1.8	other	1880	506	3
WBGene00005463	WBGene00152272_WBGene00160902_WBGene00163947	WBGene00042374_WBGene00042375_WBGene00088163	WBGene00065741_WBGene00081959_WBGene00057774		srh-257	T06E6.6	other	467	3163	3
WBGene00005464	WBGene00152272_WBGene00160902_WBGene00163947	WBGene00042374_WBGene00042375_WBGene00088163	WBGene00081959_WBGene00057774_WBGene00065741		srh-258	T06E6.7	other	773	597	3
WBGene00005470	WBGene00152272_WBGene00160902_WBGene00163947	WBGene00042374_WBGene00042375_WBGene00088163	WBGene00065741_WBGene00081959_WBGene00057774		srh-264	T06E6.8	other	1421	201	3
WBGene00005471	WBGene00163947_WBGene00152272_WBGene00160902	WBGene00042374_WBGene00042375_WBGene00088163	WBGene00065741_WBGene00081959_WBGene00057774		srh-265	T06E6.9	other	901	361	3
WBGene00005472	WBGene00152272_WBGene00194887_WBGene00164761	WBGene00042374_WBGene00042375	WBGene00081959_WBGene00082412_WBGene00057774_WBGene00065741		srh-266	F31F4.6	other	353	143	3
WBGene00005474	WBGene00152157	WBGene00024154	WBGene00053157_WBGene00057774		srh-268	C54F6.1	other	1405	572	3
WBGene00005475		WBGene00041126	WBGene00067952		srh-269	T03E6.5	other	529	961	2
WBGene00005476	WBGene00158853	WBGene00024441_WBGene00045478	WBGene00057769	WBGene00135447_WBGene00124913_WBGene00125611_WBGene00134455	srh-270	F37B4.5	other	1727	399	4
WBGene00005477	WBGene00163082	WBGene00024439_WBGene00024440	WBGene00057768	WBGene00134455_WBGene00124913_WBGene00135447	srh-271	W02H5.6	other	1423	625	4
WBGene00005478	WBGene00163082	WBGene00024439	WBGene00057768	WBGene00134455_WBGene00124913_WBGene00135447	srh-272	F37B4.4	other	1727	679	4
WBGene00005479	WBGene00144744	WBGene00042374	WBGene00056788_WBGene00080986	WBGene00135447_WBGene00125611	srh-274	C32B5.2	other	2316	439	4
WBGene00005480	WBGene00144744	WBGene00024649_WBGene00088405	WBGene00056788_WBGene00080986	WBGene00135447_WBGene00125611	srh-275	C03G6.7	other	875	171	4
WBGene00005481		WBGene00037977	WBGene00057746_WBGene00057747	WBGene00125611	srh-276	F21A3.1	other	7348	399	3
WBGene00005482	WBGene00150784_WBGene00163379_WBGene00156171	WBGene00036005	WBGene00063801_WBGene00063802		srh-277	K05D4.6	other	679	510	3
WBGene00005484	WBGene00185082	WBGene00027460	WBGene00063734		srh-279	F11A5.2	other	1093	233	3
WBGene00005486	WBGene00185082	WBGene00027460	WBGene00063734		srh-281	F11A5.1	neuronal	3864	485	3
WBGene00005487	WBGene00138738		WBGene00063793_WBGene00063738_WBGene00086254		srh-282	T21D12.5	other	1306	142	2
WBGene00005488	WBGene00138738		WBGene00063738_WBGene00063793_WBGene00086254		srh-283	C47A10.2	other	170	488	2
WBGene00005489	WBGene00138738		WBGene00063738_WBGene00063793_WBGene00086254		srh-284	C47A10.3	other	768	1128	2
WBGene00005490	WBGene00138738		WBGene00063738_WBGene00063793_WBGene00086254		srh-286	Y59A8A.4	other	1532	1722	2
WBGene00005491	WBGene00138738		WBGene00063738_WBGene00063793_WBGene00086254		srh-287	C47A10.9	other	1948	91	2
WBGene00005492			WBGene00063793_WBGene00063738_WBGene00086254		srh-288	C47A10.7	other	444	181	1
WBGene00005493			WBGene00063738_WBGene00063793_WBGene00086254		srh-289	C47A10.10	other	822	430	1
WBGene00005494			WBGene00063793_WBGene00063738_WBGene00086254		srh-290	C47A10.11	other	6851	993	1
WBGene00005495			WBGene00063738_WBGene00063793_WBGene00086254		srh-291	Y94A7B.3	other	1562	2145	1
WBGene00005496			WBGene00063793_WBGene00063738_WBGene00086254		srh-292	Y94A7B.1	other	149	174	1
WBGene00005497			WBGene00063738_WBGene00079035_WBGene00080978_WBGene00063793_WBGene00086254		srh-293	K08G2.8	other	1680	187	1
WBGene00005499			WBGene00063793_WBGene00063738_WBGene00086254		srh-295	ZK1037.8	other	2818	1201	1
WBGene00005500	WBGene00138738		WBGene00063793_WBGene00063738_WBGene00086254		srh-296	Y94A7B.4	other	1741	1458	2
WBGene00005501	WBGene00138738		WBGene00063738_WBGene00063793_WBGene00086254		srh-297	C17F4.4	other	294	681	2
WBGene00005502	WBGene00138738		WBGene00063793_WBGene00063738_WBGene00086254		srh-298	Y94A7B.5	other	6072	1153	2
WBGene00005503		WBGene00024389	WBGene00063793_WBGene00063738_WBGene00086254		srh-299	K08G2.9	other	642	115	2
WBGene00005504	WBGene00138738		WBGene00063793_WBGene00063738_WBGene00086254		srh-300	Y94A7B.6	other	1101	777	2
WBGene00005505	WBGene00138738		WBGene00063793_WBGene00063738_WBGene00086254		srh-301	Y94A7B.8	other	1020	1833	2
WBGene00005507			WBGene00063793_WBGene00063738_WBGene00086254		srh-303	Y94A7B.7	other	1666	773	1
WBGene00005508			WBGene00063793_WBGene00063738_WBGene00086254		srh-304	Y94A7B.9	other	835	375	1
WBGene00005509	WBGene00143825_WBGene00162076_WBGene00159913_WBGene00191288_WBGene00161823_WBGene00149843_WBGene00141915_WBGene00144388_WBGene00147445	WBGene00028603_WBGene00028606	WBGene00080912_WBGene00058079_WBGene00058078_WBGene00058077_WBGene00058076_WBGene00058075_WBGene00082508_WBGene00058074	WBGene00132798	srh-305	Y49F6A.3	other	9897	476	4
WBGene00005512	WBGene00149774_WBGene00159831_WBGene00139458_WBGene00159083_WBGene00162924	WBGene00027545_WBGene00036763_WBGene00042619_WBGene00088133	WBGene00063671_WBGene00080800_WBGene00080922_WBGene00080994_WBGene00081009		srh-105	T27A1.7	other	6687	53	3
WBGene00005513		WBGene00027471	WBGene00065529_WBGene00069650_WBGene00063745		sri-1	F36G9.8	other	831	369	2
WBGene00005514		WBGene00027471	WBGene00065529_WBGene00069650_WBGene00063745		sri-2	F36G9.9	other	1032	320	2
WBGene00005516	WBGene00143665	WBGene00028629	WBGene00057840	WBGene00131467	sri-4	C05E4.4	other	2868	994	4
WBGene00005517	WBGene00156167	WBGene00029844	WBGene00061248	WBGene00131467	sri-5	F28D9.2	other	701	2246	4
WBGene00005518	WBGene00145293_WBGene00151597_WBGene00152708_WBGene00154426		WBGene00070343_WBGene00070341_WBGene00083412_WBGene00055988	WBGene00135131	sri-6	T09E8.5	other	1446	710	3
WBGene00005519	WBGene00145293_WBGene00151597_WBGene00152708_WBGene00154426		WBGene00070343_WBGene00070341_WBGene00083412_WBGene00055988	WBGene00135131	sri-7	T06E6.4	other	535	462	3
WBGene00005521	WBGene00145293_WBGene00151597_WBGene00152708_WBGene00154426		WBGene00070343_WBGene00070341_WBGene00083412_WBGene00055988	WBGene00135131	sri-9	Y102A5C.29	other	1162	1077	3
WBGene00005522	WBGene00154426_WBGene00145293_WBGene00151597_WBGene00152708		WBGene00070343_WBGene00070341_WBGene00083412_WBGene00055988	WBGene00135131	sri-10	C54E10.4	other	1559	1388	3
WBGene00005523	WBGene00154426_WBGene00152708	WBGene00035658	WBGene00070341	WBGene00131467_WBGene00135131	sri-11	T22H2.3	other	1225	1213	4
WBGene00005524	WBGene00152708_WBGene00154426	WBGene00035658	WBGene00070343	WBGene00135131	sri-12	T22H2.1	other	1225	966	4
WBGene00005525	WBGene00145293	WBGene00042099		WBGene00135131_WBGene00131467	sri-13	M01G12.13	other	4094	1172	3
WBGene00005526	WBGene00145293	WBGene00042099		WBGene00135131_WBGene00131467	sri-14	M01G12.1	neuronal	4094	1172	3
WBGene00005527	WBGene00151597	WBGene00042099_WBGene00042100_WBGene00042101	WBGene00055988_WBGene00083412	WBGene00131467_WBGene00135131	sri-15	F15H9.2	other	2817	2257	4
WBGene00005528	WBGene00151597		WBGene00083412_WBGene00055988	WBGene00135131_WBGene00131467	sri-16	F15H9.4	other	279	1594	3
WBGene00005529	WBGene00151597	WBGene00042099	WBGene00083412_WBGene00055988	WBGene00135131_WBGene00131467	sri-17	F15H9.3	other	1249	1921	4
WBGene00005530	WBGene00144259_WBGene00154623	WBGene00031131	WBGene00059107_WBGene00080802	WBGene00129857	sri-18	Y22F5A.2	other	576	853	4
WBGene00005531	WBGene00144581_WBGene00193208	WBGene00028319	WBGene00062496_WBGene00074734	WBGene00132136	sri-19	Y69E1A.6	other	329	1589	4
WBGene00005532	WBGene00193529	WBGene00031156	WBGene00065086	WBGene00136352	sri-20	AC3.1	other	2541	245	4
WBGene00005533	WBGene00158935_WBGene00190448	WBGene00024560	WBGene00056708		sri-21	T24A6.4	other	998	425	3
WBGene00005536	WBGene00149890	WBGene00088588_WBGene00038418_WBGene00038419	WBGene00054573_WBGene00054572_WBGene00063673		sri-24	C41G6.11	other	1391	569	3
WBGene00005537	WBGene00149890	WBGene00038811_WBGene00088588_WBGene00038418_WBGene00038419	WBGene00054572_WBGene00054573_WBGene00063673		sri-25	C41G6.10	other	532	920	3
WBGene00005538	WBGene00149890	WBGene00038811_WBGene00088588_WBGene00038418_WBGene00038419	WBGene00074156_WBGene00054573_WBGene00054572_WBGene00063673		sri-26	C41G6.14	other	106	402	3
WBGene00005539	WBGene00149890	WBGene00038811_WBGene00088588_WBGene00038418_WBGene00038419	WBGene00054572_WBGene00054573_WBGene00063673		sri-27	ZK697.4	other	391	981	3
WBGene00005540	WBGene00149890_WBGene00155514	WBGene00038811_WBGene00088588_WBGene00038418_WBGene00038419	WBGene00054572_WBGene00054573_WBGene00063673_WBGene00080829		sri-28	B0454.3	other	523	668	3
WBGene00005541	WBGene00149890_WBGene00155514	WBGene00038811	WBGene00054572_WBGene00054573_WBGene00063673_WBGene00080829		sri-29	B0454.4	other	916	782	3
WBGene00005542	WBGene00149890_WBGene00155514	WBGene00038811	WBGene00054573_WBGene00054572_WBGene00063673_WBGene00080829		sri-30	B0454.10	other	103	863	3
WBGene00005543	WBGene00149890_WBGene00155514	WBGene00038811	WBGene00054572_WBGene00054573_WBGene00063673_WBGene00080829		sri-31	B0454.2	other	567	345	3
WBGene00005544	WBGene00143429_WBGene00140202	WBGene00087582	WBGene00068087_WBGene00085785_WBGene00085790_WBGene00085770_WBGene00082950_WBGene00082949		sri-32	T10D4.12	other	683	468	3
WBGene00005545	WBGene00143429_WBGene00140202	WBGene00087582	WBGene00068087_WBGene00085785_WBGene00085790_WBGene00082949_WBGene00082950_WBGene00085770		sri-33	Y27F2A.4	other	641	708	3
WBGene00005546	WBGene00143429_WBGene00140202	WBGene00038699_WBGene00038700_WBGene00087582	WBGene00068087_WBGene00085785_WBGene00085790_WBGene00085770_WBGene00082950_WBGene00082949	WBGene00137965	sri-34	Y27F2A.7	other	9681	626	4
WBGene00005548	WBGene00153476	WBGene00038699_WBGene00087585	WBGene00079352	WBGene00124687_WBGene00137965	sri-36	F33H12.5	other	484	858	4
WBGene00005549	WBGene00147676	WBGene00038698	WBGene00068091		sri-37	D2062.2	other	373	669	3
WBGene00005550	WBGene00148731	WBGene00038740	WBGene00068085_WBGene00079240		sri-38	D2062.8	other	5442	514	3
WBGene00005551	WBGene00148731	WBGene00038740	WBGene00068085_WBGene00079240		sri-39	F33H12.2	other	592	1152	3
WBGene00005552	WBGene00143611_WBGene00162898_WBGene00152165	WBGene00038694_WBGene00038692_WBGene00087581	WBGene00079352_WBGene00068097_WBGene00068084	WBGene00124687	sri-40	Y27F2A.3	other	5884	1297	4
WBGene00005554	WBGene00163759		WBGene00068097	WBGene00137965_WBGene00125742_WBGene00124687	sri-42	T10D4.9	other	438	1060	3
WBGene00005555	WBGene00163759		WBGene00068097	WBGene00137965_WBGene00125742_WBGene00124687	sri-43	T10D4.10	other	1489	281	3
WBGene00005557	WBGene00163759		WBGene00068097	WBGene00125742_WBGene00124687	sri-45	K07E8.9	other	7709	683	3
WBGene00005558	WBGene00163759		WBGene00068097	WBGene00125742_WBGene00124687	sri-46	K07E8.11	other	3290	588	3
WBGene00005559	WBGene00163759		WBGene00068097	WBGene00125742_WBGene00124687	sri-47	F22E5.4	other	6190	375	3
WBGene00005560	WBGene00163759		WBGene00068097	WBGene00137965_WBGene00125742_WBGene00124687	sri-48	ZC239.9	other	297	311	3
WBGene00005562	WBGene00163759		WBGene00068097	WBGene00137965_WBGene00125742_WBGene00124687	sri-50	ZC239.19	other	1095	911	3
WBGene00005563	WBGene00163759		WBGene00068097	WBGene00137965_WBGene00125742_WBGene00124687	sri-51	ZC239.8	neuronal	484	517	3
WBGene00005565	WBGene00163759		WBGene00068097	WBGene00137965_WBGene00125742_WBGene00124687	sri-53	ZC239.10	other	1095	447	3
WBGene00005566	WBGene00161144	WBGene00038751	WBGene00068079	WBGene00128394	sri-54	T10D4.8	other	3013	1316	4
WBGene00005569		WBGene00038747	WBGene00068078		sri-57	F22E5.16	other	512	575	2
WBGene00005572	WBGene00143205	WBGene00029783	WBGene00054628_WBGene00054627		sri-60	Y47G7B.3	other	513	464	3
WBGene00005573	WBGene00143205	WBGene00029783	WBGene00054628_WBGene00054627	WBGene00128394	sri-61	F34D6.6	other	1059	469	4
WBGene00005574	WBGene00143205	WBGene00029783	WBGene00054628_WBGene00054627		sri-62	F34D6.5	other	386	535	3
WBGene00005575	WBGene00143205	WBGene00029783	WBGene00054628_WBGene00054627		sri-63	F39E9.3	other	214	654	3
WBGene00005577	WBGene00144352_WBGene00162182		WBGene00067422_WBGene00056566_WBGene00056565		sri-65	F13A7.8	other	2522	729	2
WBGene00005578	WBGene00162182_WBGene00191911	WBGene00038692_WBGene00027513	WBGene00083411		sri-66	F28B1.6	other	10508	361	3
WBGene00005579	WBGene00162182_WBGene00191911	WBGene00027513_WBGene00031785	WBGene00086247_WBGene00083411_WBGene00175032		sri-67	Y60A3A.22	other	1670	1546	3
WBGene00005581	WBGene00191911	WBGene00027513_WBGene00031785	WBGene00083411		sri-69	Y102A5C.32	other	270	193	3
WBGene00005582	WBGene00191911		WBGene00083411		sri-70	Y61B8B.1	other	1578	407	2
WBGene00005583		WBGene00037920_WBGene00027045_WBGene00038695_WBGene00087579	WBGene00068093_WBGene00079290_WBGene00057858		sri-71	D2062.3	other	678	485	2
WBGene00005584					sri-72	C14C6.11	other	3825	560	0
WBGene00005585	WBGene00191911	WBGene00037920	WBGene00068093_WBGene00083411		sri-73	C14C6.10	other	634	667	3
WBGene00005586	WBGene00162182_WBGene00191911	WBGene00035791	WBGene00083411		sri-74	F33H12.4	other	230	1204	3
WBGene00005589	WBGene00162182_WBGene00191911	WBGene00035791	WBGene00079269_WBGene00083411		sri-77	D2062.9	other	5442	1237	3
WBGene00005590		WBGene00038747	WBGene00068078		sri-78	Y27F2A.2	other	527	640	2
WBGene00005591	WBGene00154679_WBGene00191527				srj-1	ZK829.8	other	5106	480	1
WBGene00005592	WBGene00161642_WBGene00161737_WBGene00143151_WBGene00192233	WBGene00041759_WBGene00041760	WBGene00052443_WBGene00052442	WBGene00207999_WBGene00217112	srj-4	C27A7.7	other	906	319	4
WBGene00005593	WBGene00192424	WBGene00037439_WBGene00040970	WBGene00057817_WBGene00058048	WBGene00122906_WBGene00126204_WBGene00135109	srj-5	F31F4.16	other	262	208	4
WBGene00005594	WBGene00192424	WBGene00037439_WBGene00040970	WBGene00058048_WBGene00057817	WBGene00122906_WBGene00126204_WBGene00135109	srj-6	F31F4.8	other	224	204	4
WBGene00005595	WBGene00155566	WBGene00040986	WBGene00058038	WBGene00122906_WBGene00126204_WBGene00135109	srj-7	T28A11.10	other	507	667	4
WBGene00005596	WBGene00152050	WBGene00040986	WBGene00058040	WBGene00122906_WBGene00126204_WBGene00135109	srj-8	T28A11.9	other	1092	291	4
WBGene00005597	WBGene00161839_WBGene00162367_WBGene00191594	WBGene00040979	WBGene00058041	WBGene00122906_WBGene00126204_WBGene00135109	srj-9	T20C4.1	other	812	371	4
